name,neighbourhood,room_type,bedrooms,bathrooms,accommodates,minimum_nights,price,availability_365,number_of_reviews,review_score,latitude,longitude,is_superhost
Nice apartment close to Vondelpark,De Baarsjes - Oud-West,Private room,1.0,1.0,2,2,159.0,0,11,94.0,52.35866,4.85222,0
Lovely apartment with romantic four-postered bed,Buitenveldert - Zuidas,Entire home/apt,1.0,1.0,2,3,150.0,0,10,98.0,52.327329999999996,4.8583300000000005,0
Central located spacious app. in hip A'dam East,Oud-Oost,Entire home/apt,2.0,1.0,2,2,150.0,0,13,100.0,52.35666,4.92165,1
Stylish and comfy APT for 2 I Quiet neighborhood,Zuid,Entire home/apt,1.0,1.0,2,2,159.0,0,11,93.0,52.34894,4.86216,0
Family flat with garden and free parking,Noord-Oost,Entire home/apt,1.0,1.0,4,2,140.0,0,17,95.0,52.39434,4.95027,0
"Light, spacious apartment with sunny balcony",Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,2,2,71.0,0,12,97.0,52.36392,4.93144,0
"Houseboat, B&B in the back stern (BK 53).",Centrum-Oost,Private room,1.0,1.0,2,3,80.0,353,70,97.0,52.36384,4.90131,0
Cosy flat in Trendy neighborhood,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,120.0,0,13,98.0,52.366440000000004,4.8741900000000005,0
Private city apartment in Pijp area,De Pijp - Rivierenbuurt,Entire home/apt,3.0,2.5,4,2,400.0,178,11,82.0,52.35438,4.90189,0
"Beautiful, Relaxing Apartment in Amsterdam.",De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.5,4,2,214.0,0,14,100.0,52.34006,4.8928400000000005,0
Amsterdam Appartement in the middle of the centre,Centrum-Oost,Entire home/apt,1.0,1.0,2,3,150.0,0,13,90.0,52.37093,4.91292,0
Garden House Amsterdam,De Aker - Nieuw Sloten,Entire home/apt,1.0,1.5,2,3,80.0,103,26,96.0,52.33957,4.79544,0
"Houseboat, B&B frontal stern (BK 52).",Centrum-Oost,Private room,1.0,1.0,2,3,75.0,214,79,98.0,52.36384,4.90131,0
Hermitage museum boat with amstel river vieuw,Centrum-Oost,Entire home/apt,3.0,1.5,6,1,199.0,38,13,98.0,52.36567,4.9022,0
"Warm, spacious room with a view in Amsterdam-Noord",Oud-Noord,Private room,1.0,1.5,2,3,75.0,173,18,94.0,52.3907,4.90831,0
Amsterdam apartment in the middle of De Pijp,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,7,140.0,0,13,97.0,52.35253,4.9042,0
comfortable and bright appartment,Centrum-West,Entire home/apt,1.0,1.0,2,2,150.0,103,21,100.0,52.37072,4.8787199999999995,1
Lovely Apartment near City Center with Balcony,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,3,140.0,0,12,97.0,52.370259999999995,4.86639,0
Stylish & cosy apartment next to Vondelpark,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,121.0,0,13,100.0,52.362429999999996,4.86699,0
Comfortable apartment next to RAI Amsterdam,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,3,354.0,358,10,100.0,52.34489,4.887580000000001,0
Modern and light appt Amsterdam The Southern part,Zuid,Entire home/apt,2.0,1.0,2,2,172.0,89,12,100.0,52.35118,4.85058,0
Top floor apartment stones throw from the Jordaan,Westerpark,Entire home/apt,1.0,1.0,2,3,141.0,0,10,98.0,52.37857,4.873,0
Canalhouse 150m2 amazing view with private garden,Centrum-Oost,Entire home/apt,2.0,1.0,4,2,299.0,207,40,99.0,52.36665,4.92839,1
Luxury family house,Zuid,Entire home/apt,1.0,2.5,4,2,250.0,179,14,94.0,52.34473,4.8713,0
"Spacious, bright and quiet apartment with balcony",De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,2,1,140.0,161,10,100.0,52.362140000000004,4.85533,1
Amsterdam Centre Apartment (with garden),Oud-Oost,Entire home/apt,1.0,1.0,2,3,51.0,0,20,95.0,52.349959999999996,4.913869999999999,0
Luxurious 3BR 100m2 apt near center of Amsterdam,De Pijp - Rivierenbuurt,Entire home/apt,3.0,1.5,4,4,199.0,0,13,97.0,52.342859999999995,4.89697,0
Apartment in Amsterdam/ Large Roof Terrace,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,3,160.0,0,10,100.0,52.34615,4.8917,0
Amsterdam family home with sunny garden and bikes,Buitenveldert - Zuidas,Entire home/apt,3.0,2.5,4,3,250.0,0,10,100.0,52.34297,4.86941,0
Light and Spacious Apartment with Roof Terrace,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,1,145.0,32,15,94.0,52.36141,4.863919999999999,0
Fully equiped appartment with great terras!,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,2,110.0,0,19,100.0,52.36817,4.86382,1
comfortable apt. 10mins walking from Rai & musea,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.5,2,2,160.0,267,17,100.0,52.34896,4.89061,1
Fabulous modern family home in Amsterdam North,Oud-Noord,Entire home/apt,3.0,2.5,4,3,135.0,0,14,97.0,52.39289,4.93541,0
Amsterdam,Gaasperdam - Driemond,Private room,1.0,1.0,1,1,50.0,0,18,98.0,52.29531,4.986759999999999,0
City center accommodation,Zuid,Shared room,1.0,1.0,2,1,75.0,0,65,92.0,52.35164,4.849069999999999,0
Lovely family home with garden @ Amsterdam West,Bos en Lommer,Entire home/apt,1.0,1.5,2,2,119.0,0,12,95.0,52.37644,4.848730000000001,0
Houseboat/private guesthouse 10min central station,Oostelijk Havengebied - Indische Buurt,Private room,1.0,1.5,3,3,115.0,270,44,97.0,52.37635,4.92007,1
Stylish city apartment,Oud-Oost,Entire home/apt,1.0,1.0,2,5,93.0,0,14,94.0,52.3636,4.92715,0
Romantic Houseboat Oud West/Jordaan city center,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,1,180.0,0,16,86.0,52.366009999999996,4.8731599999999995,1
Luxurious apartment with beautiful garden,Zuid,Entire home/apt,4.0,3.0,4,2,800.0,364,15,100.0,52.35311,4.8663300000000005,0
Nice apartment in Amsterdam Oud-Zuid,Zuid,Entire home/apt,1.0,1.0,2,2,100.0,0,10,96.0,52.3511,4.85546,0
B&B Studio Old South,Zuid,Private room,2.0,1.0,4,2,180.0,363,37,96.0,52.35221,4.8592900000000006,1
Authentic Dutch 4P Apt | Balcony | near Vondelpark,Zuid,Entire home/apt,2.0,1.0,4,2,175.0,0,13,97.0,52.35437,4.8679,0
24 KARAT AMSTERDAM,Centrum-West,Private room,2.0,1.0,4,1,251.0,0,18,88.0,52.3774,4.89321,0
GOLDEN SUITE with a beautiful garden,Bijlmer-Centrum,Private room,1.0,1.0,4,1,200.0,316,63,96.0,52.31674,4.95566,1
Private bedroom in the heart of Amsterdam,Centrum-West,Private room,1.0,1.0,2,2,129.0,39,38,97.0,52.37733,4.8921,0
Two Person Room / Separate Beds and Own Bathroom,De Baarsjes - Oud-West,Private room,1.0,1.5,2,2,44.0,0,18,99.0,52.3679,4.8756,1
Erasmuspark - Private room very close to center,Bos en Lommer,Private room,1.0,1.0,2,1,70.0,0,26,98.0,52.37683,4.85177,1
Luxurious gateway to hip Amsterdam,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,200.0,0,10,100.0,52.35362,4.90305,0
"Heart of Amsterdam- By cool cafes, bars & canals.",Centrum-West,Entire home/apt,1.0,1.0,2,3,110.0,83,21,83.0,52.36913,4.8766,0
Newly furnished apartment in center,Centrum-West,Private room,1.0,1.5,2,1,58.0,57,65,96.0,52.36807,4.882969999999999,1
Clean quiet apartment w balcony in great location,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,1,160.0,0,12,97.0,52.36383,4.85686,0
Apartment on top location!,Westerpark,Entire home/apt,1.0,1.0,2,2,110.0,0,18,100.0,52.3841,4.88099,0
Amsterdam Loft,De Baarsjes - Oud-West,Entire home/apt,3.0,1.0,4,2,350.0,0,13,95.0,52.3605,4.8598099999999995,0
Cosy apartment (65m2) next to the Foodhallen,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,150.0,0,20,94.0,52.36545,4.8653,0
Centraal station studio,Centrum-West,Entire home/apt,1.0,1.0,2,1,63.0,0,36,94.0,52.37643,4.89605,0
Floating watervilla near Amsterdam City Center,IJburg - Zeeburgereiland,Entire home/apt,2.0,1.5,4,2,185.0,9,10,98.0,52.364059999999995,4.98301,0
Comfortable & cosy apartement with roof terrace,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,3,115.0,0,14,94.0,52.36527,4.86596,0
AMAZING apartment near Centre in the lively East!,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,2,2,85.0,0,11,93.0,52.36253,4.9365,0
Private room and bathroom Amsterdam,Oostelijk Havengebied - Indische Buurt,Private room,1.0,1.0,2,2,76.0,0,40,99.0,52.37421,4.94564,1
"3BR, garden, 1 stop to city centre/central station",Oud-Noord,Entire home/apt,3.0,1.0,4,2,150.0,0,10,100.0,52.3931,4.92619,0
Couple’s Romantic Getaway in City Center,Westerpark,Entire home/apt,1.0,1.0,2,20,250.0,1,10,100.0,52.38451,4.87913,1
Amsterdam Windmill Apartment,Oud-Oost,Entire home/apt,2.0,1.0,3,3,180.0,179,13,83.0,52.365390000000005,4.92663,0
Stunning Apartment with Garden Near Vondelpark,Zuid,Entire home/apt,2.0,1.0,3,2,157.0,0,12,97.0,52.34878,4.847180000000001,1
Modern & spacious apartment in Old West Amsterdam,Bos en Lommer,Entire home/apt,1.0,1.5,2,2,179.0,0,13,100.0,52.37961,4.8562,0
Central- big balcony- canal view- next to Heineken,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,4,2,250.0,0,15,99.0,52.358059999999995,4.89457,0
Just off the Prinsengracht and 9 Streets,Centrum-West,Entire home/apt,1.0,1.0,2,4,140.0,146,52,99.0,52.37032,4.88215,1
"PV's B&B, big private room, free wifi",Bijlmer-Oost,Private room,1.0,1.5,2,2,85.0,0,18,98.0,52.32134,4.97244,0
Apartement Amsterdam Old-West,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,2,300.0,0,21,96.0,52.3678,4.87136,0
Amsterdam East Appartement,Centrum-Oost,Entire home/apt,1.0,1.0,2,3,108.0,100,10,98.0,52.37174,4.93027,1
Apt in touristic area next to Jordaan 15 min to CS,Westerpark,Entire home/apt,2.0,1.5,3,2,119.0,0,16,86.0,52.37992,4.87456,0
Bed & Bathroom III in the Pijp,De Pijp - Rivierenbuurt,Private room,1.0,1.0,2,1,28.0,45,152,94.0,52.35702,4.90356,1
SWEETS hotel Theophile de Bockbrug,Zuid,Hotel room,1.0,1.0,2,1,157.0,318,44,96.0,52.354820000000004,4.85329,1
"Houseboat City Centre Amsterdam ''Betelgeuze""",Centrum-West,Private room,2.0,1.0,3,3,65.0,49,66,90.0,52.3849,4.89468,0
Houseboat City Centre Amsterdam ''Capella'',Centrum-West,Private room,2.0,1.0,3,3,65.0,50,50,86.0,52.3833,4.894080000000001,0
New Apartement near  City Center for 4 guests!!,Bos en Lommer,Entire home/apt,1.0,1.5,4,3,135.0,0,10,75.0,52.38321,4.85921,0
"Houseboat city centre Amsterdam ""Fornax""",Centrum-West,Private room,2.0,1.0,3,3,65.0,49,56,91.0,52.38328,4.8947,0
Luxery Bohemian Canal Apartment Amsterdam,Noord-West,Entire home/apt,1.0,1.5,3,2,98.0,0,10,98.0,52.424459999999996,4.88325,0
Lovely private room in Amsterdam-south,Zuid,Private room,1.0,1.0,2,2,65.0,90,15,99.0,52.35289,4.85926,1
@ Jo's,Centrum-Oost,Private room,1.0,1.0,2,2,147.0,112,21,100.0,52.364129999999996,4.8876800000000005,0
Large two-story authentic Jordaan apartment,Centrum-West,Entire home/apt,3.0,1.0,5,2,190.0,0,10,82.0,52.37205,4.88224,0
Bright Family Home Museum Quarter / vondelpark,Zuid,Entire home/apt,5.0,4.0,8,3,350.0,87,13,97.0,52.35865,4.87533,0
Modern Apartment in trendy A'dam Baarsjes / West,De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,2,2,100.0,0,15,97.0,52.36061,4.85581,1
Wonderful apartment at the Museum Square,Centrum-Oost,Entire home/apt,1.0,1.0,2,1,206.0,364,11,96.0,52.36057,4.89365,0
Amsterdam,Oud-Oost,Entire home/apt,1.0,1.0,2,2,150.0,89,11,93.0,52.357690000000005,4.91017,0
Great apartment in perfect location!,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,229.0,89,19,100.0,52.37052,4.8733900000000006,0
Apartment + garden in trendy area ‘de Baarsjes’,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,2,220.0,0,16,100.0,52.37324,4.85389,1
"Modern and cozy room, 25 minutes from City Center.",Bijlmer-Oost,Private room,1.0,1.5,2,3,62.0,0,47,97.0,52.32078,4.9810099999999995,1
Spacious & bright apartment next to the Vondelpark,De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,4,1,150.0,232,15,97.0,52.358059999999995,4.8593,1
Apartment in Amsterdam in the Center of De Pijp,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,350.0,0,14,98.0,52.353559999999995,4.89102,0
Private room with canal view in peaceful area,Westerpark,Private room,1.0,1.0,3,2,90.0,0,89,99.0,52.38077,4.87539,1
Designer apartment 5 minutes from city center,Oud-Oost,Entire home/apt,1.0,1.0,2,3,180.0,0,13,98.0,52.35836,4.9128099999999995,0
2 connected rooms in House Boat,De Baarsjes - Oud-West,Private room,2.0,1.5,3,2,75.0,57,98,88.0,52.37285,4.87399,0
"Spacious, bright apartment with roof terrace",De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,3,3,130.0,0,12,98.0,52.372279999999996,4.86046,0
houseboat near citycenter with garden + fireplace,Bos en Lommer,Entire home/apt,1.0,1.0,4,2,103.0,0,19,100.0,52.37874,4.86238,0
Nice room in stylish apartment with balcony,De Baarsjes - Oud-West,Private room,1.0,1.5,2,3,80.0,0,71,86.0,52.37216,4.85522,0
Cozy room in stylish apartment,De Baarsjes - Oud-West,Private room,1.0,1.5,2,3,80.0,0,94,87.0,52.37213,4.8538,0
Cosy modern apartment close to AMS city centre,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,120.0,0,12,98.0,52.36141,4.86331,0
Amsterdam Attic,Centrum-West,Entire home/apt,2.0,1.0,4,3,186.0,0,10,100.0,52.373740000000005,4.8791400000000005,0
For Easy Going People,Centrum-West,Private room,1.0,1.0,2,2,80.0,358,76,92.0,52.374390000000005,4.89853,0
Light double bed room close to the city,Westerpark,Private room,1.0,1.0,2,2,79.0,0,46,100.0,52.38378,4.870480000000001,1
Private rooms on a bohemian houseboat,Oud-Noord,Private room,2.0,1.0,4,2,100.0,0,41,97.0,52.39025,4.90196,1
Cosy Appartment-Amsterdam canalhouse experience,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,1,177.0,65,18,98.0,52.36416,4.86268,1
3km from Central Station. Private entry. Big bed !,Oud-Noord,Private room,1.0,1.0,2,2,77.0,180,115,98.0,52.39911,4.90533,1
"Stylish private studio, 20 min downtown Amsterdam",Noord-West,Private room,1.0,1.0,2,1,40.0,75,78,95.0,52.42342,4.885759999999999,0
"Cosy one bedroom, private bathroom on Vondelpark.",Zuid,Private room,1.0,1.0,2,2,75.0,0,16,95.0,52.35095,4.85679,0
Private bedroom with free Netflix and prime video!,Slotervaart,Private room,1.0,1.5,2,1,43.0,0,106,94.0,52.359759999999994,4.834980000000001,1
1910's Completely renovated house boat @ Amstel!,Oud-Oost,Entire home/apt,3.0,1.5,4,3,369.0,0,10,100.0,52.35313,4.909009999999999,0
Beautiful appartement next to vondelpark,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,124.0,0,29,96.0,52.36122,4.8631400000000005,1
adventurous boat in centre of Amsterdam,Centrum-Oost,Entire home/apt,2.0,1.0,2,4,70.0,46,16,88.0,52.36195,4.90977,0
Amstel escape,Centrum-Oost,Entire home/apt,1.0,1.0,2,3,150.0,0,11,96.0,52.36271,4.90459,0
Bright clean apartment with Amazing waterviews,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,125.0,0,22,95.0,52.348240000000004,4.89706,0
Charming historic house in the city center,Centrum-Oost,Entire home/apt,1.0,1.0,2,4,185.0,0,16,99.0,52.363170000000004,4.89832,0
Beautiful apartment with garden @ Amsterdam South,Zuid,Entire home/apt,2.0,1.0,3,2,215.0,0,10,100.0,52.34665,4.8482400000000005,0
Brand new studio apartment with vintage look,Oud-Oost,Entire home/apt,1.0,1.5,2,3,112.0,0,10,98.0,52.35753,4.93466,0
New & spacious ground-floor 3-BR home w/ garden!,Oud-Oost,Entire home/apt,3.0,1.5,6,4,400.0,0,12,100.0,52.36286,4.9257,0
Modern appartment at walking distance from centre,Westerpark,Entire home/apt,1.0,1.0,2,4,150.0,0,37,99.0,52.37404,4.8685599999999996,0
Private room in modern city apt!,De Baarsjes - Oud-West,Private room,1.0,1.5,2,2,65.0,0,45,98.0,52.363240000000005,4.85382,1
Lovely rooftop terrace apartment near Vondelpark,De Baarsjes - Oud-West,Entire home/apt,1.0,2.0,2,3,200.0,0,16,99.0,52.36132,4.86601,1
"Welcome to my cosy, spacious, plant-filled home",Bos en Lommer,Entire home/apt,1.0,1.0,2,2,100.0,0,14,100.0,52.384859999999996,4.85076,1
Cosy room in East Amsterdam,Oud-Oost,Private room,1.0,1.5,2,4,80.0,0,23,99.0,52.35503,4.91236,1
Beautiful & clean apartment near the Museumsquare,Zuid,Hotel room,2.0,1.0,4,5,135.0,99,45,98.0,52.35816,4.87895,1
Privékamer met ontbijt en gebruik van fietsen,Westerpark,Private room,1.0,1.0,2,2,80.0,112,63,99.0,52.382659999999994,4.86201,1
The Lux at Leidse Square 3th Floor,Centrum-Oost,Entire home/apt,2.0,1.5,4,7,90.0,0,12,93.0,52.364779999999996,4.880330000000001,0
Single bedroom with private sink,Bos en Lommer,Private room,1.0,1.0,1,2,47.0,0,37,97.0,52.38106,4.85301,0
Cozy appartement in Amsterdam with balcony,Oud-Oost,Entire home/apt,1.0,1.0,2,2,135.0,0,13,95.0,52.35846,4.91399,0
Sunny apartment in Amsterdam north with garden,Noord-West,Entire home/apt,3.0,1.0,4,3,115.0,0,11,100.0,52.40145,4.91362,0
ENTIRE Modern Two Room Condo with a Rooftop view,Oud-Noord,Entire home/apt,1.0,1.0,2,3,115.0,0,13,95.0,52.400659999999995,4.913130000000001,0
Amsterdam centrum authentiek mooie etage woning,Westerpark,Entire home/apt,1.0,1.0,2,3,160.0,180,16,91.0,52.38208,4.87954,0
"Quiet room, 25 minutes from City Center.",Bijlmer-Oost,Private room,1.0,1.5,2,3,65.0,0,29,94.0,52.31904,4.9833,1
Appartement in de Jordaan,Centrum-West,Entire home/apt,2.0,1.5,3,2,225.0,89,15,99.0,52.37928,4.8834800000000005,0
Boss Apartment,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,200.0,0,12,100.0,52.36622,4.87711,1
Bright room with ideal transport connections,Slotervaart,Private room,1.0,1.0,1,2,50.0,0,13,97.0,52.3542,4.83129,1
Cosy Home with Private Spacious Garden | AMS WEST,Westerpark,Entire home/apt,2.0,1.0,4,2,185.0,0,12,92.0,52.38575,4.87413,0
Cosy & quiet 2 pers. apartment close to Canals <3,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,2,130.0,0,14,99.0,52.367909999999995,4.87425,1
Lovely apartment with a balcony in 'De Baarsjes',De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,1,100.0,0,11,98.0,52.372640000000004,4.85409,0
Light appartment in 'De Baarsjes'- Amsterdam-West,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,1,110.0,0,12,92.0,52.37133,4.852530000000001,1
Amsterdam-West apartment,Westerpark,Entire home/apt,1.0,1.0,2,1,129.0,0,12,94.0,52.381240000000005,4.86949,0
Cosy bedroom with canal view at an edge of Jordaan,Westerpark,Private room,1.0,1.0,2,1,85.0,247,52,97.0,52.38706,4.88197,1
"Beautifull place in the ""Red Light District""",Centrum-West,Private room,1.0,1.0,2,3,99.0,10,73,95.0,52.37359,4.89855,0
Lovely apartment in the heart of Amsterdam,Centrum-West,Entire home/apt,1.0,1.5,2,2,250.0,0,14,100.0,52.37161,4.89732,1
Comfortable home away from home,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,1,110.0,0,10,96.0,52.3653,4.86385,0
SWEETS hotel Buiksloterdraaibrug,Oud-Noord,Hotel room,1.0,1.0,2,2,185.0,307,24,99.0,52.39893,4.92146,1
SWEETS hotel Scharrebiersluis,Centrum-Oost,Hotel room,1.0,1.0,2,1,185.0,309,21,96.0,52.370309999999996,4.91141,1
SWEETS hotel Nieuwe Amstelbrug,De Pijp - Rivierenbuurt,Hotel room,1.0,1.0,2,2,185.0,324,18,98.0,52.35576,4.90549,1
SWEETS hotel Westerdoksbrug,Centrum-West,Entire home/apt,1.0,1.0,2,2,185.0,308,22,98.0,52.38333,4.89335,1
SWEETS hotel Kattenslootbrug,Westerpark,Hotel room,1.0,1.0,2,2,157.0,326,26,96.0,52.3818,4.87934,1
SWEETS hotel Beltbrug,Westerpark,Hotel room,1.0,1.0,2,2,168.0,318,24,98.0,52.37547,4.87017,1
SWEETS hotel Wiegbrug,De Baarsjes - Oud-West,Hotel room,1.0,1.0,2,2,157.0,353,39,98.0,52.37014,4.8651599999999995,1
SWEETS hotel Kinkerbrug,De Baarsjes - Oud-West,Hotel room,1.0,1.0,2,1,157.0,350,32,99.0,52.36464,4.86025,1
Central + cozy near Amsterdam Museumsquare,Zuid,Entire home/apt,1.0,1.0,2,3,200.0,0,16,95.0,52.353809999999996,4.88481,0
Modern Amsterdam city apartment with garden view,Bos en Lommer,Entire home/apt,2.0,1.0,4,2,150.0,0,12,95.0,52.37681,4.85958,0
"Modern, chique Guesthouse in Amsterdam",De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,4,2,166.0,0,20,91.0,52.37314,4.858569999999999,0
Sunset view apartment nearby city center and parks,Bos en Lommer,Entire home/apt,2.0,1.0,2,3,160.0,0,15,99.0,52.377390000000005,4.85934,0
Luxurious 2 bedroom apartment in Amsterdam West,De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,4,2,250.0,0,14,96.0,52.37316,4.85771,1
Light-filled flat in central location,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,150.0,0,15,97.0,52.35131,4.890969999999999,0
Cosy apartment in Amsterdam near the city centre,Westerpark,Entire home/apt,2.0,1.5,4,2,150.0,0,18,89.0,52.3875,4.883030000000001,0
Oud West luxurious 3 BR-apartment w roof terrace,De Baarsjes - Oud-West,Entire home/apt,3.0,1.5,4,2,295.0,1,16,99.0,52.36956,4.873819999999999,0
Cosy apartment in Amsterdam South (near Airport),Zuid,Entire home/apt,1.0,1.0,2,2,129.0,178,10,98.0,52.3497,4.84614,0
Cosy house next to beautiful Westerpark,Westerpark,Entire home/apt,1.0,1.0,2,1,135.0,0,11,100.0,52.38086,4.87023,0
Aqua marine Apartment Amsterdam Center,Centrum-Oost,Entire home/apt,1.0,1.0,4,2,80.0,90,17,81.0,52.36408,4.88391,0
Stylish bedroom in hip Indische buurt area,Oostelijk Havengebied - Indische Buurt,Private room,1.0,1.0,1,4,45.0,0,13,97.0,52.36308,4.94572,1
"Spectaculair Canal view  Appartement , city center",Centrum-West,Entire home/apt,2.0,2.0,4,2,325.0,0,13,100.0,52.375690000000006,4.88739,0
1 BR apartment near centre and museum district,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,125.0,0,12,98.0,52.35342,4.88739,0
"Canal area, city center popular Jordaan .",Centrum-West,Entire home/apt,1.0,1.0,2,7,160.0,365,23,100.0,52.37767,4.886819999999999,1
Luxury Room in the center,De Pijp - Rivierenbuurt,Private room,1.0,1.5,2,1,85.0,285,67,91.0,52.35478,4.88882,0
Cognac Suite,Centrum-West,Private room,1.0,1.0,2,1,25.0,308,90,90.0,52.37089,4.89504,0
Chess Suite,Centrum-West,Private room,1.0,1.0,2,1,25.0,262,113,91.0,52.37104,4.89693,0
The Modern Artist's Family House (In City Centre!),Centrum-Oost,Entire home/apt,2.0,1.0,3,2,267.0,0,11,82.0,52.36035,4.89348,0
The Dutch Suites,Centrum-West,Private room,2.0,1.0,4,1,45.0,299,45,91.0,52.36902,4.894340000000001,0
Quiet Apartment in buzzing Amsterdam,Oud-Oost,Entire home/apt,1.0,1.0,2,2,124.0,0,12,100.0,52.35471,4.915369999999999,0
Stylish appartement at A-Location in Old-West,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,3,3,140.0,0,10,98.0,52.361470000000004,4.86246,0
"Private room, newly renovated in hip East.",Oud-Oost,Private room,1.0,1.5,2,2,80.0,0,72,97.0,52.35671,4.92345,1
"Beautiful room with adjacent room, near the center",Oud-Oost,Private room,2.0,1.0,2,2,104.0,0,32,82.0,52.35747,4.92296,0
"Luxurious Floral Apartment, City Center-canal view",Centrum-West,Private room,1.0,1.0,3,1,170.0,365,17,95.0,52.36551,4.88544,0
"Private studio/office w/ kitchen, bathroom & bikes",Oud-Oost,Private room,1.0,1.0,2,1,54.0,45,85,99.0,52.35216,4.9166300000000005,0
"Contemporary, Cool and Cosy",Westerpark,Entire home/apt,1.0,1.0,2,2,160.0,0,12,98.0,52.382290000000005,4.86763,1
Spacious apartment with 2 balconies,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,2,2,160.0,0,20,95.0,52.37025,4.8595,0
"Nice, bright, renovated apartment Amsterdam West",Geuzenveld - Slotermeer,Entire home/apt,1.0,1.5,2,2,85.0,0,20,99.0,52.377990000000004,4.82388,1
Private room in a cozy and stylish apartment,De Baarsjes - Oud-West,Private room,1.0,1.0,1,1,59.0,0,32,99.0,52.37172,4.8499,1
Stunning View - Mini Suite on houseboat in City,Centrum-West,Private room,1.0,1.5,2,3,99.0,111,81,98.0,52.37806,4.88499,1
Luxurious two bedroom apartment,Oud-Oost,Entire home/apt,2.0,1.0,4,2,100.0,0,21,97.0,52.352059999999994,4.92057,1
Private floor in our house on the ground floor.,Buitenveldert - Zuidas,Private room,1.0,1.0,2,2,69.0,9,75,96.0,52.3255,4.87268,0
Renovated studio in beautiful area,Zuid,Entire home/apt,1.0,1.0,2,3,75.0,41,29,96.0,52.34398,4.8639,1
Great modern apartment in hip north area,Noord-West,Entire home/apt,1.0,1.0,2,2,100.0,0,13,94.0,52.40739,4.89918,0
SWEETS hotel Overtoomsesluis,De Baarsjes - Oud-West,Hotel room,1.0,1.0,2,1,185.0,323,18,96.0,52.35716,4.85608,1
Private quiet room for ONE Woman ONLY.,Centrum-Oost,Private room,1.0,1.5,1,2,45.0,0,64,96.0,52.370540000000005,4.9233400000000005,1
Apartment Central Amsterdam 4 pers 2 bedrooms,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,3,170.0,0,29,97.0,52.34673,4.9053,1
Quiet clean room in a house with a garden,Slotervaart,Private room,1.0,1.0,2,1,60.0,0,21,97.0,52.35456,4.82925,0
Apartment on the canals of Amsterdam,Centrum-Oost,Entire home/apt,1.0,1.0,2,1,200.0,0,12,98.0,52.36518,4.89701,0
Amsterdam in groene omgeving,Geuzenveld - Slotermeer,Private room,1.0,1.0,2,2,102.0,276,18,98.0,52.37744,4.79634,1
Huis Roomolen,Centrum-West,Entire home/apt,1.0,1.0,2,1,56.0,249,70,100.0,52.37879,4.89269,1
Modern and cozy room 20 mins by metro from centre,Bijlmer-Centrum,Private room,1.0,1.5,2,1,49.0,0,61,97.0,52.32221,4.94522,0
Spacious new apartment in Amsterdam,Slotervaart,Entire home/apt,2.0,1.5,4,2,167.0,60,11,93.0,52.34915,4.84414,0
