name,neighbourhood,room_type,bedrooms,bathrooms,accommodates,minimum_nights,price,availability_365,number_of_reviews,review_score,latitude,longitude,is_superhost
"Centre Border, Renovated  Apartment",Westerpark,Entire home/apt,1.0,1.5,3,2,124.0,89,92,95.0,52.3735,4.87335,0
Amsterdam-South,Zuid,Entire home/apt,3.0,1.0,4,3,125.0,2,10,100.0,52.35311,4.84783,1
"Colourful apartment in ""Oud-West""",De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,80.0,0,29,95.0,52.37097,4.86699,0
Room in Amsterdam IJburg 2 floor.,IJburg - Zeeburgereiland,Private room,1.0,1.5,2,1,45.0,365,321,97.0,52.35463,4.997269999999999,1
Spacious ground floor appartement,Westerpark,Entire home/apt,2.0,1.5,3,2,160.0,1,54,98.0,52.38465,4.87827,0
Beautiful apartment in Amsterdam,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,3,149.0,361,22,99.0,52.35777,4.85763,0
Amsterdam-city modern family house,Oostelijk Havengebied - Indische Buurt,Entire home/apt,4.0,1.5,5,5,120.0,0,18,96.0,52.373670000000004,4.94688,0
Beautiful canal house in the center,Centrum-Oost,Entire home/apt,2.0,1.0,3,3,206.0,0,11,89.0,52.36383,4.904,0
Charming apartment in 'de pijp',De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.5,2,3,135.0,0,20,99.0,52.35321,4.90229,0
Light apartment - quiet neighbourh.,Bos en Lommer,Entire home/apt,1.0,1.0,2,5,131.0,364,39,95.0,52.37928,4.85735,0
Nice apartment with roof terrace,Bos en Lommer,Entire home/apt,3.0,1.0,4,1,100.0,0,40,96.0,52.375370000000004,4.84666,1
Comfi bed and livingroom in Ams!,Centrum-Oost,Private room,1.0,1.0,2,5,70.0,0,12,97.0,52.36355,4.91224,0
Spacious flat great terrace,Oud-Oost,Entire home/apt,1.0,1.0,2,4,125.0,0,24,94.0,52.35814,4.9122900000000005,0
Beautiful appartment with garden,Oud-Oost,Entire home/apt,1.0,1.0,2,3,139.0,0,42,99.0,52.35647,4.90944,0
Welcome in my Cozy private palace:),Westerpark,Entire home/apt,1.0,1.0,2,1,80.0,0,19,98.0,52.3751,4.86705,0
"Cheerful, Amsterdam Jordaan Apartment",Centrum-West,Entire home/apt,2.0,1.0,4,3,125.0,0,20,94.0,52.376999999999995,4.88456,0
Beautiful home with sunny garden,Zuid,Entire home/apt,3.0,1.0,5,2,335.0,0,19,98.0,52.35497,4.86639,0
Quiet city apartment with private zen garden,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,4,3,129.0,0,12,93.0,52.36885,4.85496,1
Junior Suite in Big HouseBoat B&B,IJburg - Zeeburgereiland,Private room,1.0,1.5,2,1,110.0,274,17,98.0,52.36412,4.98524,0
LaCorteSconta B&B - Amsterdam Floating-Villa,IJburg - Zeeburgereiland,Private room,2.0,1.5,4,1,216.0,207,58,95.0,52.36415,4.98588,0
"Modern flat, light and spacious",Bos en Lommer,Entire home/apt,2.0,1.5,4,1,110.0,0,31,96.0,52.38347,4.84274,1
Sunny/light apartment 15 mins from city centre!,Bos en Lommer,Entire home/apt,1.0,1.0,2,2,110.0,0,12,100.0,52.37833,4.85867,0
Nice apartment close to City Centre,Oud-Noord,Entire home/apt,1.0,1.5,2,3,99.0,0,36,97.0,52.386959999999995,4.91566,0
Arty/Monumental 17th Century House on the canal,Centrum-Oost,Entire home/apt,1.0,1.0,4,2,137.0,0,21,98.0,52.364470000000004,4.88601,0
Light appartment in A'dam West,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,1,79.0,0,24,98.0,52.36865,4.85264,0
Nice centrally located apartment for 2 persons,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,120.0,0,26,98.0,52.36637,4.87244,0
HISTORICAL DOWNTOWN AMSTERDAM,Centrum-West,Entire home/apt,1.0,1.0,2,2,75.0,312,403,99.0,52.387170000000005,4.88912,1
Lovely apartment in City Centre,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,2,140.0,0,20,97.0,52.366929999999996,4.87601,0
Stylish apt. in lovely neighborhood,Zuid,Entire home/apt,1.0,1.0,2,1,95.0,0,34,96.0,52.3483,4.862019999999999,0
Fantastic Arty Suite,Westerpark,Entire home/apt,1.0,1.0,2,3,196.0,364,22,96.0,52.393440000000005,4.87025,0
private studio (with private kitchen+bathroom),De Baarsjes - Oud-West,Private room,1.0,1.0,2,2,85.0,70,285,98.0,52.37109,4.86048,1
Big garden-houseboat @ super & central location,Oud-Oost,Entire home/apt,2.0,1.0,4,3,219.0,0,56,93.0,52.36562,4.93122,0
Bright'n Spacious Apartment OldWest,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,3,3,159.0,67,33,98.0,52.371390000000005,4.8601,1
"Quiet, spacious and very central!",De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,30,1000.0,362,60,98.0,52.37106,4.8720300000000005,0
Light and spacious 85m2 apartment,Zuid,Entire home/apt,2.0,1.0,4,1,200.0,365,78,88.0,52.354729999999996,4.85107,0
Bright & clean home near centre,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,90.0,0,25,96.0,52.37167,4.85456,0
Jordaan Appartement Garden+Gym,Centrum-West,Entire home/apt,1.0,1.0,2,3,125.0,0,13,98.0,52.38075,4.886019999999999,0
Sunny apartment Westerpark,Westerpark,Entire home/apt,1.0,1.0,2,2,125.0,0,16,99.0,52.378029999999995,4.87311,0
Cosy apartment in center of Amsterdam,De Baarsjes - Oud-West,Private room,1.0,1.0,2,3,50.0,362,256,91.0,52.37239,4.87172,0
Spacious 60m2 apartment with garden,Centrum-Oost,Entire home/apt,1.0,1.0,2,4,95.0,332,11,100.0,52.36929,4.92323,0
Funky city appartement with garden,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,104.0,0,46,97.0,52.3616,4.85545,0
Tidy apt in the East of Amsterdam near Flevopark!,Oostelijk Havengebied - Indische Buurt,Entire home/apt,2.0,1.0,4,2,130.0,0,14,91.0,52.36681,4.93486,0
Homy apartment in buzzing West,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,1,84.0,0,23,95.0,52.361309999999996,4.8512900000000005,0
Jordaan Apt. with Westerkerk view,Centrum-West,Entire home/apt,1.0,1.0,2,3,165.0,88,12,100.0,52.37737,4.88429,0
Sunny oasis in the heart of De Pijp,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,110.0,0,14,96.0,52.35665,4.90116,0
Beautifull 2 bedroom apartment,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,3,220.0,0,60,92.0,52.3526,4.90485,0
"Cozy apartment, Westerpark area!",Westerpark,Entire home/apt,1.0,1.0,2,2,98.0,0,13,97.0,52.38394,4.87197,0
Intimate studio,Slotervaart,Private room,1.0,1.0,2,1,35.0,348,258,93.0,52.36149,4.82673,0
Perfect Apartment with Patio!,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,4,85.0,0,10,96.0,52.351000000000006,4.888669999999999,0
"Light apartment, top location, roof terrace, 140m2",De Baarsjes - Oud-West,Entire home/apt,3.0,1.5,3,2,249.0,0,17,99.0,52.363240000000005,4.876530000000001,0
Bright and spacious apt in Ams-east,Oud-Oost,Entire home/apt,1.0,1.0,2,4,80.0,0,19,95.0,52.36549,4.92925,0
Stylish suite with private bathroom at Vondelpark,De Baarsjes - Oud-West,Private room,1.0,1.0,2,1,44.0,350,470,95.0,52.35873,4.85508,0
Homely 1930's apartment next to Vondelpark,Zuid,Entire home/apt,2.0,2.0,4,2,180.0,0,34,98.0,52.35515,4.84682,0
Spacious Ap. with sunny garden!,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,2,200.0,0,12,93.0,52.34816,4.889130000000001,0
Bright and cosy apartment,Bos en Lommer,Entire home/apt,1.0,1.0,2,2,120.0,0,13,98.0,52.37664,4.85802,0
Room in penthouse on the 16th floor with Jacuzzi!,Slotervaart,Private room,1.0,1.0,2,2,70.0,0,16,90.0,52.36312,4.844469999999999,0
East of Eden!  (2 bedrooms with attached bath),Oostelijk Havengebied - Indische Buurt,Entire home/apt,2.0,2.0,4,3,200.0,0,28,99.0,52.36456,4.9342,0
"Spacious apt near centre, pijp &RAI",De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.5,4,3,207.0,349,30,94.0,52.34414,4.888719999999999,0
Cosy apartment with lift in trendy Amsterdam West!,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,90.0,0,29,99.0,52.364059999999995,4.86003,0
New & central 2BR-apartment incl private parking,Oud-Oost,Entire home/apt,2.0,1.5,4,2,160.0,0,13,97.0,52.3558,4.9144,0
Comfort and charm in Amsterdam,Westerpark,Entire home/apt,2.0,1.0,4,2,120.0,0,31,93.0,52.388690000000004,4.87825,0
Lovely light & spacious maisonette,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,3,2,99.0,0,25,99.0,52.366929999999996,4.85179,0
Cool house with balcony in lively Vondelpark area!,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,110.0,0,26,91.0,52.36063,4.85968,0
"Central, light with rooftop terrace",Oud-Oost,Entire home/apt,1.0,1.0,2,2,100.0,0,15,96.0,52.358059999999995,4.9294400000000005,0
Luxury family house with rooftop!,Zuid,Entire home/apt,3.0,1.0,4,1,250.0,0,36,95.0,52.352129999999995,4.85262,0
Lovely renovated light apartment!,Bos en Lommer,Entire home/apt,1.0,1.0,2,2,120.0,285,44,99.0,52.37621,4.8602300000000005,1
New and light apartment!,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,4,160.0,0,21,97.0,52.3617,4.86376,0
Stay next to the Westerpark (tip!),Westerpark,Entire home/apt,1.0,1.0,2,2,140.0,0,24,93.0,52.38646,4.87729,0
Bright & well located appartment,Westerpark,Entire home/apt,1.0,1.0,2,2,91.0,2,35,93.0,52.37705,4.87178,0
Apartment + garden Amsterdam East (incl. 2 bikes!),Oud-Oost,Entire home/apt,1.0,1.5,3,2,125.0,15,28,99.0,52.35226,4.91965,1
Cosy apartment with a balcony for a couple,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,114.0,0,34,99.0,52.36588,4.86346,0
Grand apartment + rooftop terrace,De Pijp - Rivierenbuurt,Entire home/apt,3.0,1.0,6,3,360.0,0,28,98.0,52.344120000000004,4.89845,1
Multi-level apartment with garden at Westerpark,Westerpark,Entire home/apt,2.0,1.5,4,2,125.0,0,23,95.0,52.38196,4.86908,0
Live like a local - Welcome to our house!,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,2,1,99.0,0,314,94.0,52.3656,4.9410300000000005,1
Amsterdam from above,Slotervaart,Entire home/apt,2.0,1.0,4,2,314.0,364,19,100.0,52.361999999999995,4.84374,1
bright house in popular Riverhood,De Pijp - Rivierenbuurt,Private room,1.0,1.5,2,1,64.0,0,35,95.0,52.3448,4.90977,0
Cosy house in relaxing trendy Amsterdam East,Oud-Oost,Entire home/apt,2.0,1.5,4,4,220.0,0,23,99.0,52.35613,4.9152,0
Sunny appartment in heart of BoLo,Bos en Lommer,Entire home/apt,1.0,1.0,2,3,110.0,10,58,95.0,52.37769,4.85372,0
Houseboat 'Jupiter' Amsterdam,Centrum-Oost,Entire home/apt,2.0,1.0,4,3,295.0,329,156,95.0,52.36247,4.90207,0
!! Lovely apartment !!,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,1,85.0,363,51,90.0,52.36503,4.853940000000001,0
"Light & clean room with double bed, view on park",Noord-West,Private room,1.0,1.5,2,1,50.0,347,31,98.0,52.40722,4.91021,0
MODERN AMSTERDAM CITY APARTMENT,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,2,100.0,0,12,100.0,52.3639,4.85224,0
Lovely light and cosy apartment,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,85.0,0,15,95.0,52.369409999999995,4.85291,0
Apartment near Westerpark,Westerpark,Entire home/apt,1.0,1.0,2,5,102.0,0,30,97.0,52.3834,4.87376,0
Romantic house with terrace,Centrum-West,Entire home/apt,1.0,1.0,2,5,150.0,0,20,100.0,52.38531,4.88354,0
Brandnew sunny apartment Amsterdam,Oostelijk Havengebied - Indische Buurt,Entire home/apt,2.0,1.0,4,2,199.0,0,14,98.0,52.367340000000006,4.94454,0
"Lush green, light & quiet near CS.",Oud-Noord,Entire home/apt,1.0,1.0,2,3,120.0,0,25,94.0,52.39362,4.91602,0
Room nearby Leidseplein in a canalhouse,De Baarsjes - Oud-West,Private room,1.0,1.0,2,2,80.0,0,15,97.0,52.36611,4.87783,0
Lovely bright&perfect located apartment,Centrum-West,Entire home/apt,1.0,1.0,2,12,150.0,0,16,100.0,52.37484,4.8765,0
"Beautiful apartment in ""De Pijp""",De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,150.0,0,25,99.0,52.354409999999994,4.8925,0
Your next holiday appartement :),De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,3,7,199.0,0,13,97.0,52.362759999999994,4.85279,0
Heavenly hideaway in the Pijp,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,170.0,1,37,98.0,52.354440000000004,4.89279,1
private room in apt. with jacuzzi!,Slotervaart,Private room,1.0,1.0,2,2,80.0,0,19,88.0,52.364740000000005,4.84307,0
Light & Modern apt at Westerpark with roofterrace!,Westerpark,Entire home/apt,1.0,1.0,2,2,75.0,0,36,95.0,52.38482,4.878909999999999,0
Great place with free parking & sunny garden!,Noord-West,Entire home/apt,1.0,1.0,2,3,99.0,0,28,99.0,52.41299,4.88928,0
Large luxurious apartment in city centre,De Baarsjes - Oud-West,Entire home/apt,1.0,2.0,2,2,196.0,0,29,99.0,52.367309999999996,4.87384,0
Spacious and comfortable apartment,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,50,117.0,0,12,88.0,52.34703,4.90538,0
apartment/artist's studio with a view for couples,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,2,5,150.0,0,10,98.0,52.35941,4.93766,0
Apartment with sunny garden,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,4,3,120.0,0,18,98.0,52.35228,4.8967,0
Boat for Rent during Sail 2015,Oud-Noord,Entire home/apt,1.0,0.0,3,1,50.0,0,11,67.0,52.39675,4.9153,0
Apartment in Amsterdam Westerpark,Westerpark,Entire home/apt,1.0,1.0,2,2,140.0,0,21,97.0,52.379690000000004,4.8695,0
Sunny apt. with balcony near center,Bos en Lommer,Entire home/apt,1.0,1.5,2,4,120.0,0,42,95.0,52.37754,4.86037,0
Quirky and comfortable apartment with one bedroom,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,4,120.0,23,27,99.0,52.3701,4.86046,0
Bedroom with double bed,Osdorp,Private room,1.0,1.0,3,2,28.0,0,23,99.0,52.35256,4.80282,0
Lovely Central Family Home near Zoo and citycentre,Oud-Oost,Entire home/apt,3.0,1.5,4,3,235.0,0,25,96.0,52.36428,4.92626,0
Cozy home in Amsterdam,Westerpark,Entire home/apt,1.0,1.0,3,2,120.0,0,33,96.0,52.37397,4.8739099999999995,0
Sunny apartment in Amsterdam!,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,119.0,0,21,99.0,52.37108,4.858569999999999,0
Sweet apartment in Amsterdam West,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,3,2,90.0,0,10,100.0,52.36483,4.86435,0
Apartment with garden at Vondelpark,Zuid,Entire home/apt,1.0,1.0,4,3,314.0,0,25,98.0,52.3569,4.8676900000000005,0
villadepijp + free bicycles,De Pijp - Rivierenbuurt,Private room,1.0,1.0,2,2,75.0,349,250,98.0,52.35106,4.90422,1
Spacious 1 bedroom appartment,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,95.0,0,13,95.0,52.34053,4.90067,0
Little House Near the Amstel,Watergraafsmeer,Private room,1.0,1.0,2,1,84.0,254,311,97.0,52.346140000000005,4.92821,0
Spacious room in Amsterdam Zuid.,Buitenveldert - Zuidas,Private room,1.0,2.0,2,2,90.0,0,11,91.0,52.32847,4.88,0
Cosy apartment Oud West trendy area,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,100.0,0,37,94.0,52.365429999999996,4.8734,0
60 m2 modern apartment @ the 'Pijp',De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,5,90.0,0,10,96.0,52.34917,4.89968,0
great appartment down town,Westerpark,Entire home/apt,2.0,1.0,3,4,130.0,0,45,95.0,52.37792,4.873,0
Spacious and cozy room,De Baarsjes - Oud-West,Private room,1.0,1.0,2,3,85.0,89,88,95.0,52.36974,4.860469999999999,0
Private room adjacent to the Garden room,Noord-Oost,Private room,1.0,1.0,2,2,60.0,6,18,98.0,52.402390000000004,4.94297,1
COZY & ARTISTIC apartment in West,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,127.0,0,29,90.0,52.36802,4.850709999999999,0
Best place to Relax & Rooftop with awesome view!,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,300.0,362,61,98.0,52.35265,4.89314,0
Bright apartment near Vondelpark,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,91.0,0,22,93.0,52.3604,4.85935,0
Spacious house w/ balcony,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,4,2,121.0,0,11,90.0,52.35203,4.90761,0
Cozy apt 'Van Hil' De Pijp close to Rai & centre!,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.5,2,5,175.0,0,41,99.0,52.34855,4.889869999999999,0
Lovely & Stunning 3 room apartment,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,4,200.0,0,27,90.0,52.35929,4.86223,0
Comfortable Apartment Amsterdam,Oud-Oost,Entire home/apt,1.0,1.0,2,3,100.0,0,11,96.0,52.35045,4.91407,0
Amsterdam Centre Herengracht,Centrum-West,Entire home/apt,1.0,1.0,2,1,200.0,0,19,89.0,52.36779,4.88727,0
Elvish green room in Amsterdam,Geuzenveld - Slotermeer,Private room,1.0,1.5,2,1,65.0,0,18,95.0,52.38085,4.81602,0
Great apartment with parkview and rooftop terrace!,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,139.0,0,29,99.0,52.36854,4.8499,0
"Homey & Bright, 2BR Apartment in De Baarsjes",De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,3,180.0,0,13,98.0,52.36894,4.855630000000001,0
Design apt close to city centre,Westerpark,Entire home/apt,1.0,1.0,2,3,120.0,0,17,98.0,52.38218,4.86848,0
Cosy & private 55m2 apartment,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,2,139.0,364,13,97.0,52.368109999999994,4.86684,0
"Spacious, sunny and cosy appartement with balcony",De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,129.0,0,20,100.0,52.34217,4.9075,0
Cozy apartment with garden (W'park),Westerpark,Entire home/apt,1.0,1.0,2,5,105.0,0,53,97.0,52.3815,4.86836,1
"★★ Kobalt-Inn Family Apartments ★ 5Bed ★3,5 Bath",Centrum-West,Entire home/apt,5.0,3.5,12,7,700.0,350,17,99.0,52.37959,4.8946,1
Spacious&bright apartment near RAI,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,110.0,0,22,100.0,52.34278,4.8946,0
Great central apartment with garden,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,2,264.0,0,43,100.0,52.35481,4.89911,1
Cozy Apt in Amsterdam Close to city Center,De Baarsjes - Oud-West,Private room,1.0,1.0,4,2,119.0,0,25,92.0,52.37122,4.85314,0
Room w/ double bed near Vondelpark,De Baarsjes - Oud-West,Private room,1.0,1.0,2,2,59.0,0,12,95.0,52.36176,4.85436,0
Spacious Loft at Central Station,Centrum-Oost,Entire home/apt,1.0,1.0,2,4,80.0,0,11,97.0,52.37591,4.90637,0
Spacious exclusive loft in Amsterdam city centre,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,1,180.0,0,15,100.0,52.36761,4.87695,0
Spacious Studio House Jordaan,Centrum-West,Entire home/apt,2.0,1.0,4,2,464.0,269,41,92.0,52.37415,4.87641,0
"Cosy, comfortable, quiet bedroom",Bos en Lommer,Private room,1.0,1.0,2,3,68.0,166,74,91.0,52.37519,4.83893,0
Classic apartment with garden,Westerpark,Entire home/apt,1.0,1.0,2,3,150.0,0,12,100.0,52.379509999999996,4.87301,0
"Bright, charming 3-room apartment",Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.5,2,3,140.0,0,17,98.0,52.36045,4.9434,0
Spaceful and Cozy Apartment,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,4,3,120.0,364,26,94.0,52.36143,4.9357,0
Private-RAI- 4 bedrooms-Roofterrace,De Pijp - Rivierenbuurt,Entire home/apt,4.0,1.0,4,3,399.0,0,26,96.0,52.35448,4.8895800000000005,0
Luxury and modern apartment @Pijp,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.5,4,2,145.0,0,99,98.0,52.35519,4.89961,1
"Modern, light, 4p, in lovely area!",De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,2,200.0,0,48,90.0,52.3547,4.89313,0
"Warm Welcome to Amsterdam! Top floor, nice view",Oud-Oost,Private room,1.0,1.0,2,2,90.0,0,17,97.0,52.35688,4.92363,0
Canal House Amsterdam City Center,Centrum-Oost,Entire home/apt,1.0,1.5,2,2,164.0,0,21,97.0,52.36452,4.90792,1
Family mansion (175m2) with garden,De Baarsjes - Oud-West,Entire home/apt,4.0,2.5,6,2,404.0,254,56,97.0,52.36756,4.86776,1
Comfy private apartment with big roof terrace,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,4,5,84.0,0,18,99.0,52.36529,4.93544,0
Cozy Family Suite by Museum Square,Zuid,Entire home/apt,2.0,1.0,4,2,162.0,86,226,98.0,52.35593,4.88328,0
Spectacular apartment on Oosterpark,Oud-Oost,Entire home/apt,2.0,1.0,4,3,164.0,0,43,96.0,52.360620000000004,4.91484,0
Cool apartment with sunny garden,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,3,3,133.0,0,17,98.0,52.37069,4.8662,0
New bright apartment with garden,Zuid,Entire home/apt,2.0,1.5,3,3,135.0,0,24,98.0,52.347159999999995,4.8624,0
Supercoze home in the Pijp,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,135.0,0,22,95.0,52.355059999999995,4.9029,0
"Luxurious, 135m2 & rooftop terrace",De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,3,280.0,0,25,100.0,52.35711,4.89559,0
Charming park retreat in vibrant Amsterdam West,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,4,134.0,0,13,95.0,52.36541,4.8506800000000005,0
Fully equipped apartment in de Amsterdamse Pijp,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,120.0,107,44,99.0,52.34995,4.89035,0
"Deluxe, spacious, fully equipped private appartmen",Osdorp,Entire home/apt,1.0,1.5,2,4,130.0,0,12,98.0,52.35585,4.802980000000001,0
"Excellent location, close to city",Watergraafsmeer,Entire home/apt,3.0,1.0,4,3,200.0,364,43,99.0,52.35198,4.93816,0
Spacious Apt at great location | near Rai,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,125.0,0,11,96.0,52.34514,4.89208,0
Bright and spacious apartment in 'de Pijp',De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,170.0,0,21,98.0,52.35601,4.9055599999999995,0
2 BRM APP in the heart of Amsterdam,Centrum-Oost,Entire home/apt,2.0,1.5,4,2,213.0,0,28,93.0,52.36087,4.8954,1
Lovely elegant apartment,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.5,2,2,200.0,0,42,98.0,52.353809999999996,4.89657,0
Spacious Apartment in heart of Pijp,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,144.0,256,18,93.0,52.35468,4.8998,0
Appartment 125m2 with roofterrace,IJburg - Zeeburgereiland,Entire home/apt,4.0,1.0,4,2,175.0,0,27,97.0,52.35532,4.99242,1
Gorgeous spacious house Amsterdam next Vondelpark,De Baarsjes - Oud-West,Entire home/apt,6.0,3.5,4,3,550.0,117,33,98.0,52.36092,4.8707400000000005,0
Private Apartment near Amsterdam Centre,Westerpark,Entire home/apt,1.0,1.0,2,3,85.0,0,29,94.0,52.38248,4.87244,1
Perfect little appartment close to center,Oud-Oost,Entire home/apt,1.0,1.0,2,3,97.0,0,13,94.0,52.35836,4.91852,0
Wonderful Groundfloor apt w/ garden,Zuid,Entire home/apt,1.0,1.5,2,2,99.0,0,12,92.0,52.34513,4.84826,0
"Fijne kamer, snel met openbaar vervoer in centrum",Noord-West,Private room,2.0,1.5,2,2,58.0,0,282,96.0,52.40113,4.91202,1
Lovely apartment in the City center,Westerpark,Entire home/apt,1.0,1.0,2,3,125.0,358,56,95.0,52.38176,4.873,0
Apartment next to Sarphatipark,Oud-Oost,Entire home/apt,1.0,1.0,2,2,100.0,0,30,96.0,52.35497,4.91571,1
